"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Feeding","Bottle","08-Oct-2019 8:08 PM","08-Oct-2019 8:10 PM","55ml, breast milk"
"Feeding","Bottle","08-Oct-2019 7:24 PM","08-Oct-2019 7:29 PM","90ml, breast milk"
"Feeding","Bottle","08-Oct-2019 5:23 PM","08-Oct-2019 5:32 PM","175ml, breast milk"
"Feeding","Bottle","08-Oct-2019 2:41 PM","08-Oct-2019 2:50 PM","215ml, breast milk"
"Feeding","Bottle","08-Oct-2019 11:07 AM","08-Oct-2019 11:13 AM","140ml, breast milk"
"Feeding","Bottle","08-Oct-2019 7:50 AM","08-Oct-2019 7:57 AM","150ml, breast milk"
"Feeding","Bottle","07-Oct-2019 11:07 PM","07-Oct-2019 11:11 PM","100ml, breast milk"
"Feeding","Bottle","07-Oct-2019 8:31 PM","07-Oct-2019 8:37 PM","130ml, breast milk"
"Feeding","Bottle","07-Oct-2019 5:39 PM","07-Oct-2019 5:45 PM","150ml, breast milk"
"Feeding","Bottle","07-Oct-2019 1:35 PM","07-Oct-2019 1:40 PM","120ml, breast milk"
"Feeding","Bottle","07-Oct-2019 11:26 AM","07-Oct-2019 11:29 AM","50ml, breast milk"
"Feeding","Bottle","07-Oct-2019 10:24 AM","07-Oct-2019 10:30 AM","130ml, breast milk"
"Feeding","Bottle","07-Oct-2019 7:25 AM","07-Oct-2019 7:30 AM","115ml, breast milk"
"Feeding","Bottle","06-Oct-2019 10:21 PM","06-Oct-2019 10:25 PM","50ml, breast milk"
"Feeding","Bottle","06-Oct-2019 8:53 PM","06-Oct-2019 8:59 PM","140ml, breast milk"
"Feeding","Bottle","06-Oct-2019 7:13 PM","06-Oct-2019 7:19 PM","175ml, breast milk"
"Feeding","Bottle","06-Oct-2019 3:48 PM","06-Oct-2019 3:54 PM","140ml, breast milk"
"Feeding","Bottle","06-Oct-2019 12:18 PM","06-Oct-2019 12:23 PM","140ml, breast milk"
"Feeding","Bottle","06-Oct-2019 10:36 AM","06-Oct-2019 10:40 AM","110ml, breast milk"
"Feeding","Bottle","06-Oct-2019 7:54 AM","06-Oct-2019 8:01 AM","180ml, breast milk"
"Feeding","Bottle","05-Oct-2019 9:58 PM","05-Oct-2019 10:04 PM","150ml, breast milk"
"Feeding","Bottle","05-Oct-2019 7:37 PM","05-Oct-2019 7:43 PM","165ml, breast milk"
"Feeding","Bottle","05-Oct-2019 4:50 PM","05-Oct-2019 4:57 PM","150ml, breast milk"
"Feeding","Bottle","05-Oct-2019 2:20 PM","05-Oct-2019 2:27 PM","150ml, breast milk"
"Feeding","Bottle","05-Oct-2019 11:11 AM","05-Oct-2019 11:17 AM","160ml, breast milk"
"Feeding","Bottle","05-Oct-2019 8:41 AM","05-Oct-2019 8:45 AM","115ml, breast milk"
"Feeding","Bottle","04-Oct-2019 11:38 PM","04-Oct-2019 11:45 PM","90ml, breast milk"
"Feeding","Bottle","04-Oct-2019 9:16 PM","04-Oct-2019 9:19 PM","50ml, breast milk"
"Feeding","Bottle","04-Oct-2019 7:34 PM","04-Oct-2019 7:40 PM","115ml, breast milk"
"Feeding","Bottle","04-Oct-2019 5:28 PM","04-Oct-2019 5:35 PM","150ml, breast milk"
"Feeding","Bottle","04-Oct-2019 1:05 PM","04-Oct-2019 1:10 PM","130ml, breast milk"
"Feeding","Bottle","04-Oct-2019 11:42 AM","04-Oct-2019 11:45 AM","80ml, breast milk"
"Feeding","Bottle","04-Oct-2019 9:14 AM","04-Oct-2019 9:20 AM","150ml, breast milk"
"Feeding","Bottle","03-Oct-2019 10:11 PM","03-Oct-2019 10:18 PM","155ml, breast milk"
"Feeding","Bottle","03-Oct-2019 8:00 PM","03-Oct-2019 8:05 PM","150ml, breast milk"
"Feeding","Bottle","03-Oct-2019 5:15 PM","03-Oct-2019 5:23 PM","210ml, breast milk"
"Feeding","Bottle","03-Oct-2019 12:45 PM","03-Oct-2019 12:52 PM","120ml, breast milk"
"Feeding","Bottle","03-Oct-2019 9:43 AM","03-Oct-2019 9:49 AM","180ml, breast milk"
"Feeding","Bottle","02-Oct-2019 10:15 PM","02-Oct-2019 10:24 PM","165ml, breast milk"
"Feeding","Bottle","02-Oct-2019 7:54 PM","02-Oct-2019 8:02 PM","180ml, breast milk"
"Feeding","Bottle","02-Oct-2019 5:17 PM","02-Oct-2019 5:23 PM","150ml, breast milk"
"Feeding","Bottle","02-Oct-2019 3:28 PM","02-Oct-2019 3:33 PM","105ml, breast milk"
"Feeding","Bottle","02-Oct-2019 12:52 PM","02-Oct-2019 12:54 PM","60ml, breast milk"
"Feeding","Bottle","02-Oct-2019 11:55 AM","02-Oct-2019 12:00 PM","90ml, breast milk"
"Feeding","Bottle","02-Oct-2019 10:04 AM","02-Oct-2019 10:10 AM","150ml, breast milk"
"Feeding","Bottle","01-Oct-2019 10:56 PM","01-Oct-2019 11:00 PM","120ml, breast milk"
"Feeding","Bottle","01-Oct-2019 7:47 PM","01-Oct-2019 7:56 PM","210ml, breast milk"
"Feeding","Bottle","01-Oct-2019 5:02 PM","01-Oct-2019 5:09 PM","150ml, breast milk"
"Feeding","Bottle","01-Oct-2019 2:24 PM","01-Oct-2019 2:30 PM","150ml, breast milk"
"Feeding","Bottle","01-Oct-2019 9:02 AM","01-Oct-2019 9:10 AM","150ml, breast milk"
"Feeding","Bottle","30-Sep-2019 11:23 PM","30-Sep-2019 11:29 PM","160ml, breast milk"
"Feeding","Bottle","30-Sep-2019 8:58 PM","30-Sep-2019 9:00 PM","30ml, breast milk"
"Feeding","Bottle","30-Sep-2019 8:00 PM","30-Sep-2019 8:00 PM","105ml, breast milk"
"Feeding","Bottle","30-Sep-2019 6:05 PM","30-Sep-2019 6:10 PM","80ml, breast milk"
"Feeding","Bottle","30-Sep-2019 3:02 PM","30-Sep-2019 3:10 PM","210ml, breast milk"
"Feeding","Bottle","30-Sep-2019 10:51 AM","30-Sep-2019 10:57 AM","150ml, breast milk"
"Feeding","Bottle","29-Sep-2019 11:10 PM","29-Sep-2019 11:15 PM","105ml, breast milk"
"Feeding","Bottle","29-Sep-2019 8:38 PM","29-Sep-2019 8:45 PM","165ml, breast milk"
"Feeding","Bottle","29-Sep-2019 6:10 PM","29-Sep-2019 6:15 PM","125ml, breast milk"
"Feeding","Bottle","29-Sep-2019 3:00 PM","29-Sep-2019 3:05 PM","120ml, breast milk"
"Feeding","Bottle","29-Sep-2019 11:40 AM","29-Sep-2019 11:47 AM","125ml, breast milk"
"Feeding","Bottle","29-Sep-2019 8:23 AM","29-Sep-2019 8:30 AM","150ml, breast milk"
"Feeding","Bottle","28-Sep-2019 10:27 PM","28-Sep-2019 10:35 PM","160ml, breast milk"
"Feeding","Bottle","28-Sep-2019 7:56 PM","28-Sep-2019 8:00 PM","85ml, breast milk"
"Feeding","Bottle","28-Sep-2019 6:20 PM","28-Sep-2019 6:25 PM","115ml, breast milk"
"Feeding","Bottle","28-Sep-2019 3:00 PM","28-Sep-2019 3:02 PM","60ml, breast milk"
"Feeding","Bottle","28-Sep-2019 12:03 PM","28-Sep-2019 12:09 PM","150ml, breast milk"
"Feeding","Bottle","28-Sep-2019 7:53 AM","28-Sep-2019 8:00 AM","150ml, breast milk"
"Feeding","Bottle","27-Sep-2019 11:05 PM","27-Sep-2019 11:12 PM","130ml, breast milk"
"Feeding","Bottle","27-Sep-2019 8:03 PM","27-Sep-2019 8:10 PM","150ml, breast milk"
"Feeding","Bottle","27-Sep-2019 4:23 PM","27-Sep-2019 4:30 PM","150ml, breast milk"
"Feeding","Bottle","27-Sep-2019 1:37 PM","27-Sep-2019 1:43 PM","150ml, breast milk"
"Feeding","Bottle","27-Sep-2019 10:40 AM","27-Sep-2019 10:45 AM","110ml, breast milk"
"Feeding","Bottle","27-Sep-2019 7:30 AM","27-Sep-2019 7:32 AM","90ml, breast milk"
"Feeding","Bottle","26-Sep-2019 11:21 PM","26-Sep-2019 11:23 PM","55ml, breast milk"
"Feeding","Bottle","26-Sep-2019 9:17 PM","26-Sep-2019 9:23 PM","185ml, breast milk"
"Feeding","Bottle","26-Sep-2019 6:59 PM","26-Sep-2019 7:04 PM","130ml, breast milk"
"Feeding","Bottle","26-Sep-2019 3:32 PM","26-Sep-2019 3:39 PM","160ml, breast milk"
"Feeding","Bottle","26-Sep-2019 10:45 AM","26-Sep-2019 10:50 AM","150ml, breast milk"
"Feeding","Bottle","25-Sep-2019 11:41 PM","25-Sep-2019 11:45 PM","105ml, breast milk"
"Feeding","Bottle","25-Sep-2019 9:49 PM","25-Sep-2019 9:56 PM","160ml, breast milk"
"Feeding","Bottle","25-Sep-2019 6:15 PM","25-Sep-2019 6:19 PM","160ml, breast milk"
"Feeding","Bottle","25-Sep-2019 2:52 PM","25-Sep-2019 3:00 PM","170ml, breast milk"
"Feeding","Bottle","25-Sep-2019 10:23 AM","25-Sep-2019 10:26 AM","150ml, breast milk"
"Feeding","Bottle","24-Sep-2019 10:31 PM","24-Sep-2019 10:37 PM","130ml, breast milk"
"Feeding","Bottle","24-Sep-2019 8:09 PM","24-Sep-2019 8:14 PM","150ml, breast milk"
"Feeding","Bottle","24-Sep-2019 5:28 PM","24-Sep-2019 5:31 PM","150ml, breast milk"
"Feeding","Bottle","24-Sep-2019 2:16 PM","24-Sep-2019 2:20 PM","150ml, breast milk"
"Feeding","Bottle","24-Sep-2019 11:14 AM","24-Sep-2019 11:21 AM","150ml, breast milk"
"Feeding","Bottle","23-Sep-2019 11:33 PM","23-Sep-2019 11:36 PM","60ml, breast milk"
"Feeding","Bottle","23-Sep-2019 9:25 PM","23-Sep-2019 9:32 PM","150ml, breast milk"
"Feeding","Bottle","23-Sep-2019 7:39 PM","23-Sep-2019 7:44 PM","110ml, breast milk"
"Feeding","Bottle","23-Sep-2019 5:01 PM","23-Sep-2019 5:08 PM","120ml, breast milk"
"Feeding","Bottle","23-Sep-2019 2:37 PM","23-Sep-2019 2:42 PM","90ml, breast milk"
"Feeding","Bottle","23-Sep-2019 11:21 AM","23-Sep-2019 11:27 AM","135ml, breast milk"
"Feeding","Bottle","23-Sep-2019 3:28 AM","23-Sep-2019 3:35 AM","140ml, breast milk"
"Feeding","Bottle","22-Sep-2019 10:43 PM","22-Sep-2019 10:51 PM","150ml, breast milk"
"Feeding","Bottle","22-Sep-2019 8:13 PM","22-Sep-2019 8:16 PM","50ml, breast milk"
"Feeding","Bottle","22-Sep-2019 5:05 PM","22-Sep-2019 5:11 PM","145ml, breast milk"
"Feeding","Bottle","22-Sep-2019 1:44 PM","22-Sep-2019 1:47 PM","75ml, breast milk"
"Feeding","Bottle","22-Sep-2019 12:01 PM","22-Sep-2019 12:07 PM","90ml, breast milk"
"Feeding","Bottle","22-Sep-2019 9:15 AM","22-Sep-2019 9:24 AM","145ml, breast milk"
"Feeding","Bottle","22-Sep-2019 4:05 AM","22-Sep-2019 4:10 AM","85ml, breast milk"
"Feeding","Bottle","21-Sep-2019 11:20 PM","21-Sep-2019 11:24 PM","65ml, breast milk"
"Feeding","Bottle","21-Sep-2019 10:05 PM","21-Sep-2019 10:10 PM","85ml, breast milk"
"Feeding","Bottle","21-Sep-2019 7:24 PM","21-Sep-2019 7:31 PM","150ml, breast milk"
"Feeding","Bottle","21-Sep-2019 3:52 PM","21-Sep-2019 3:56 PM","90ml, breast milk"
"Feeding","Bottle","21-Sep-2019 12:38 PM","21-Sep-2019 12:45 PM","160ml, breast milk"
"Feeding","Bottle","21-Sep-2019 10:25 AM","21-Sep-2019 10:29 AM","120ml, breast milk"
"Feeding","Bottle","21-Sep-2019 5:23 AM","21-Sep-2019 5:29 AM","120ml, breast milk"
"Feeding","Bottle","20-Sep-2019 10:28 PM","20-Sep-2019 10:36 PM","145ml, breast milk"
"Feeding","Bottle","20-Sep-2019 8:24 PM","20-Sep-2019 8:30 PM","100ml, breast milk"
"Feeding","Bottle","20-Sep-2019 5:03 PM","20-Sep-2019 5:10 PM","150ml, breast milk"
"Feeding","Bottle","20-Sep-2019 2:29 PM","20-Sep-2019 2:32 PM","50ml, breast milk"
"Feeding","Bottle","20-Sep-2019 11:24 AM","20-Sep-2019 11:30 AM","120ml, breast milk"
"Feeding","Bottle","20-Sep-2019 9:00 AM","20-Sep-2019 9:06 AM","130ml, breast milk"
"Feeding","Bottle","19-Sep-2019 10:26 PM","19-Sep-2019 10:32 PM","130ml, breast milk"
"Feeding","Bottle","19-Sep-2019 8:32 PM","19-Sep-2019 8:37 PM","120ml, breast milk"
"Feeding","Bottle","19-Sep-2019 4:55 PM","19-Sep-2019 5:03 PM","150ml, breast milk"
"Feeding","Bottle","19-Sep-2019 1:03 PM","19-Sep-2019 1:10 PM","140ml, breast milk"
"Feeding","Bottle","19-Sep-2019 8:20 AM","19-Sep-2019 8:28 AM","165ml, breast milk"
"Feeding","Bottle","18-Sep-2019 11:24 PM","18-Sep-2019 11:31 PM","110ml, breast milk"
"Feeding","Bottle","18-Sep-2019 9:06 PM","18-Sep-2019 9:15 PM","150ml, breast milk"
"Feeding","Bottle","18-Sep-2019 5:12 PM","18-Sep-2019 5:19 PM","150ml, breast milk"
"Feeding","Bottle","18-Sep-2019 11:58 AM","18-Sep-2019 12:06 PM","135ml, breast milk"
"Feeding","Bottle","18-Sep-2019 7:38 AM","18-Sep-2019 7:46 AM","150ml, breast milk"
"Feeding","Bottle","17-Sep-2019 11:30 PM","17-Sep-2019 11:34 PM","95ml, breast milk"
"Feeding","Bottle","17-Sep-2019 7:31 PM","17-Sep-2019 7:35 PM","95ml, breast milk"
"Feeding","Bottle","17-Sep-2019 5:53 PM","17-Sep-2019 6:00 PM","150ml, breast milk"
"Feeding","Bottle","17-Sep-2019 2:25 PM","17-Sep-2019 2:33 PM","130ml, breast milk"
"Feeding","Bottle","17-Sep-2019 12:24 PM","17-Sep-2019 12:30 PM","120ml, breast milk"
"Feeding","Bottle","17-Sep-2019 8:38 AM","17-Sep-2019 8:45 AM","150ml, breast milk"
"Feeding","Bottle","16-Sep-2019 11:06 PM","16-Sep-2019 11:15 PM","140ml, breast milk"
"Feeding","Bottle","16-Sep-2019 6:46 PM","16-Sep-2019 6:54 PM","150ml, breast milk"
"Feeding","Bottle","16-Sep-2019 4:28 PM","16-Sep-2019 4:35 PM","150ml, breast milk"
"Feeding","Bottle","16-Sep-2019 1:57 PM","16-Sep-2019 2:07 PM","190ml, breast milk"
"Feeding","Bottle","16-Sep-2019 8:40 AM","16-Sep-2019 8:50 AM","190ml, breast milk"
"Feeding","Bottle","15-Sep-2019 8:37 PM","15-Sep-2019 8:45 PM","130ml, breast milk"
"Feeding","Bottle","15-Sep-2019 6:31 PM","15-Sep-2019 6:34 PM","75ml, breast milk"
"Feeding","Bottle","15-Sep-2019 2:40 PM","15-Sep-2019 2:46 PM","125ml, breast milk"
"Feeding","Bottle","15-Sep-2019 10:53 AM","15-Sep-2019 11:00 AM","150ml, breast milk"
"Feeding","Bottle","15-Sep-2019 8:08 AM","15-Sep-2019 8:15 AM","150ml, breast milk"
"Feeding","Bottle","14-Sep-2019 10:53 PM","14-Sep-2019 10:59 PM","110ml, breast milk"
"Feeding","Bottle","14-Sep-2019 9:21 PM","14-Sep-2019 9:24 PM","65ml, breast milk"
"Feeding","Bottle","14-Sep-2019 7:21 PM","14-Sep-2019 7:27 PM","85ml, breast milk"
"Feeding","Bottle","14-Sep-2019 5:17 PM","14-Sep-2019 5:21 PM","70ml, breast milk"
"Feeding","Bottle","14-Sep-2019 2:07 PM","14-Sep-2019 2:15 PM","150ml, breast milk"
"Feeding","Bottle","14-Sep-2019 10:52 AM","14-Sep-2019 11:00 AM","150ml, breast milk"
"Feeding","Bottle","14-Sep-2019 7:45 AM","14-Sep-2019 7:53 AM","150ml, breast milk"
"Feeding","Bottle","13-Sep-2019 10:28 PM","13-Sep-2019 10:33 PM","110ml, breast milk"
"Feeding","Bottle","13-Sep-2019 8:58 PM","13-Sep-2019 9:01 PM","30ml, breast milk"
"Feeding","Bottle","13-Sep-2019 6:37 PM","13-Sep-2019 6:45 PM","150ml, breast milk"
"Feeding","Bottle","13-Sep-2019 4:08 PM","13-Sep-2019 4:15 PM","150ml, breast milk"
"Feeding","Bottle","13-Sep-2019 12:24 PM","13-Sep-2019 12:34 PM","180ml, breast milk"
"Feeding","Bottle","13-Sep-2019 8:24 AM","13-Sep-2019 8:30 AM","120ml, breast milk"
"Feeding","Bottle","12-Sep-2019 11:26 PM","12-Sep-2019 11:31 PM","110ml, breast milk"
"Feeding","Bottle","12-Sep-2019 8:05 PM","12-Sep-2019 8:14 PM","135ml, breast milk"
"Feeding","Bottle","12-Sep-2019 5:30 PM","12-Sep-2019 5:36 PM","75ml, breast milk"
"Feeding","Bottle","12-Sep-2019 1:44 PM","12-Sep-2019 1:50 PM","120ml, breast milk"
"Feeding","Bottle","12-Sep-2019 11:33 AM","12-Sep-2019 11:41 AM","150ml, breast milk"
"Feeding","Bottle","12-Sep-2019 7:57 AM","12-Sep-2019 8:05 AM","120ml, breast milk"
"Feeding","Bottle","11-Sep-2019 11:02 PM","11-Sep-2019 11:07 PM","90ml, breast milk"
"Feeding","Bottle","11-Sep-2019 9:40 PM","11-Sep-2019 9:46 PM","75ml, breast milk"
"Feeding","Bottle","11-Sep-2019 8:57 PM","11-Sep-2019 8:59 PM","40ml, breast milk"
"Feeding","Bottle","11-Sep-2019 7:13 PM","11-Sep-2019 7:21 PM","150ml, breast milk"
"Feeding","Bottle","11-Sep-2019 4:07 PM","11-Sep-2019 4:11 PM","60ml, breast milk"
"Feeding","Bottle","11-Sep-2019 12:24 PM","11-Sep-2019 12:29 PM","60ml, breast milk"
"Feeding","Bottle","11-Sep-2019 11:23 AM","11-Sep-2019 11:30 AM","150ml, breast milk"
"Feeding","Bottle","11-Sep-2019 9:35 AM","11-Sep-2019 9:38 AM","65ml, breast milk"
"Feeding","Bottle","11-Sep-2019 7:45 AM","11-Sep-2019 7:52 AM","140ml, breast milk"
"Feeding","Bottle","10-Sep-2019 8:00 PM","10-Sep-2019 8:09 PM","150ml, breast milk"
"Feeding","Bottle","10-Sep-2019 5:15 PM","10-Sep-2019 5:23 PM","140ml, breast milk"
"Feeding","Bottle","10-Sep-2019 2:35 PM","10-Sep-2019 2:45 PM","170ml, breast milk"
"Feeding","Bottle","10-Sep-2019 10:00 AM","10-Sep-2019 10:08 AM","110ml, breast milk"
"Feeding","Bottle","10-Sep-2019 7:27 AM","10-Sep-2019 7:36 AM","130ml, breast milk"
"Feeding","Bottle","09-Sep-2019 9:57 PM","09-Sep-2019 10:00 PM","70ml, breast milk"
"Feeding","Bottle","09-Sep-2019 8:55 PM","09-Sep-2019 9:00 PM","95ml, breast milk"
"Feeding","Bottle","09-Sep-2019 6:00 PM","09-Sep-2019 6:07 PM","130ml, breast milk"
"Feeding","Bottle","09-Sep-2019 3:07 PM","09-Sep-2019 3:16 PM","125ml, breast milk"
"Feeding","Bottle","09-Sep-2019 11:28 AM","09-Sep-2019 11:35 AM","140ml, breast milk"
"Feeding","Bottle","09-Sep-2019 8:21 AM","09-Sep-2019 8:30 AM","185ml, breast milk"
"Feeding","Bottle","08-Sep-2019 11:41 PM","08-Sep-2019 11:45 PM","45ml, breast milk"
"Feeding","Bottle","08-Sep-2019 8:15 PM","08-Sep-2019 8:20 PM","120ml, breast milk"
"Feeding","Bottle","08-Sep-2019 5:18 PM","08-Sep-2019 5:27 PM","150ml, breast milk"
"Feeding","Bottle","08-Sep-2019 3:22 PM","08-Sep-2019 3:29 PM","110ml, breast milk"
"Feeding","Bottle","08-Sep-2019 10:11 AM","08-Sep-2019 10:19 AM","150ml, breast milk"
"Feeding","Bottle","08-Sep-2019 7:37 AM","08-Sep-2019 7:45 AM","150ml, breast milk"
"Feeding","Bottle","07-Sep-2019 8:23 PM","07-Sep-2019 8:30 PM","150ml, breast milk"
"Feeding","Bottle","07-Sep-2019 4:22 PM","07-Sep-2019 4:30 PM","150ml, breast milk"
"Feeding","Bottle","07-Sep-2019 1:07 PM","07-Sep-2019 1:16 PM","170ml, breast milk"
"Feeding","Bottle","07-Sep-2019 8:26 AM","07-Sep-2019 8:33 AM","130ml, breast milk"
"Feeding","Bottle","06-Sep-2019 8:20 PM","06-Sep-2019 8:25 PM","120ml, breast milk"
"Feeding","Bottle","06-Sep-2019 2:07 PM","06-Sep-2019 2:15 PM","120ml, breast milk"
"Feeding","Bottle","06-Sep-2019 11:06 AM","06-Sep-2019 11:15 AM","150ml, breast milk"
"Feeding","Bottle","06-Sep-2019 7:39 AM","06-Sep-2019 7:45 AM","150ml, breast milk"
"Feeding","Bottle","05-Sep-2019 7:55 PM","05-Sep-2019 8:02 PM","125ml, breast milk"
"Feeding","Bottle","05-Sep-2019 5:15 PM","05-Sep-2019 5:23 PM","150ml, breast milk"
"Feeding","Bottle","05-Sep-2019 12:57 PM","05-Sep-2019 1:05 PM","180ml, breast milk"
"Feeding","Bottle","05-Sep-2019 8:58 AM","05-Sep-2019 9:03 AM","145ml, breast milk"
"Feeding","Bottle","04-Sep-2019 8:54 PM","04-Sep-2019 9:00 PM","120ml, breast milk"
"Feeding","Bottle","04-Sep-2019 5:40 PM","04-Sep-2019 5:45 PM","120ml, breast milk"
"Feeding","Bottle","04-Sep-2019 2:22 PM","04-Sep-2019 2:30 PM","150ml, breast milk"
"Feeding","Bottle","04-Sep-2019 10:06 AM","04-Sep-2019 10:13 AM","120ml, breast milk"
"Feeding","Bottle","04-Sep-2019 7:25 AM","04-Sep-2019 7:32 AM","160ml, breast milk"
"Feeding","Bottle","03-Sep-2019 9:38 PM","03-Sep-2019 9:45 PM","140ml, breast milk"
"Feeding","Bottle","03-Sep-2019 6:53 PM","03-Sep-2019 7:00 PM","150ml, breast milk"
"Feeding","Bottle","03-Sep-2019 2:37 PM","03-Sep-2019 2:45 PM","150ml, breast milk"
"Feeding","Bottle","03-Sep-2019 11:46 AM","03-Sep-2019 11:54 AM","140ml, breast milk"
"Feeding","Bottle","03-Sep-2019 8:45 AM","03-Sep-2019 8:52 AM","150ml, breast milk"
"Feeding","Bottle","02-Sep-2019 10:30 PM","02-Sep-2019 10:44 PM","160ml, breast milk"
"Feeding","Bottle","02-Sep-2019 8:30 PM","02-Sep-2019 8:37 PM","150ml, breast milk"
"Feeding","Bottle","02-Sep-2019 5:17 PM","02-Sep-2019 5:25 PM","160ml, breast milk"
"Feeding","Bottle","02-Sep-2019 1:43 PM","02-Sep-2019 1:50 PM","150ml, breast milk"
"Feeding","Bottle","02-Sep-2019 7:45 AM","02-Sep-2019 7:51 AM","140ml, breast milk"
"Feeding","Bottle","01-Sep-2019 9:58 PM","01-Sep-2019 10:05 PM","105ml, breast milk"
"Feeding","Bottle","01-Sep-2019 7:39 PM","01-Sep-2019 7:46 PM","155ml, breast milk"
"Feeding","Bottle","01-Sep-2019 3:00 PM","01-Sep-2019 3:03 PM","75ml, breast milk"
"Feeding","Bottle","01-Sep-2019 2:24 PM","01-Sep-2019 2:30 PM","130ml, breast milk"
"Feeding","Bottle","01-Sep-2019 8:26 AM","01-Sep-2019 8:34 AM","150ml, breast milk"
"Feeding","Bottle","31-Aug-2019 9:55 PM","31-Aug-2019 9:58 PM","50ml, breast milk"
"Feeding","Bottle","31-Aug-2019 8:01 PM","31-Aug-2019 8:07 PM","105ml, breast milk"
"Feeding","Bottle","31-Aug-2019 5:45 PM","31-Aug-2019 5:51 PM","95ml, breast milk"
"Feeding","Bottle","31-Aug-2019 3:41 PM","31-Aug-2019 3:50 PM","160ml, breast milk"
"Feeding","Bottle","31-Aug-2019 11:20 AM","31-Aug-2019 11:27 AM","130ml, breast milk"
"Feeding","Bottle","31-Aug-2019 8:27 AM","31-Aug-2019 8:34 AM","150ml, breast milk"
"Feeding","Bottle","30-Aug-2019 10:06 PM","30-Aug-2019 10:13 PM","150ml, breast milk"
"Feeding","Bottle","30-Aug-2019 6:37 PM","30-Aug-2019 6:45 PM","150ml, breast milk"
"Feeding","Bottle","30-Aug-2019 3:12 PM","30-Aug-2019 3:20 PM","150ml, breast milk"
"Feeding","Bottle","30-Aug-2019 12:14 PM","30-Aug-2019 12:22 PM","150ml, breast milk"
"Feeding","Bottle","30-Aug-2019 7:28 AM","30-Aug-2019 7:37 AM","155ml, breast milk"
"Feeding","Bottle","29-Aug-2019 9:41 PM","29-Aug-2019 9:45 PM","85ml, breast milk"
"Feeding","Bottle","29-Aug-2019 7:04 PM","29-Aug-2019 7:12 PM","150ml, breast milk"
"Feeding","Bottle","29-Aug-2019 4:24 PM","29-Aug-2019 4:26 PM","30ml, breast milk"
"Feeding","Bottle","29-Aug-2019 3:30 PM","29-Aug-2019 3:33 PM","30ml, breast milk"
"Feeding","Bottle","29-Aug-2019 12:08 PM","29-Aug-2019 12:20 PM","180ml, breast milk"
"Feeding","Bottle","29-Aug-2019 9:04 AM","29-Aug-2019 9:12 AM","195ml, breast milk"
"Feeding","Bottle","28-Aug-2019 10:26 PM","28-Aug-2019 10:34 PM","150ml, breast milk"
"Feeding","Bottle","28-Aug-2019 8:00 PM","28-Aug-2019 8:09 PM","150ml, breast milk"
"Feeding","Bottle","28-Aug-2019 3:33 PM","28-Aug-2019 3:44 PM","195ml, breast milk"
"Feeding","Bottle","28-Aug-2019 11:30 AM","28-Aug-2019 11:34 AM","90ml, breast milk"
"Feeding","Bottle","28-Aug-2019 9:14 AM","28-Aug-2019 9:22 AM","150ml, breast milk"
"Feeding","Bottle","27-Aug-2019 9:14 PM","27-Aug-2019 9:24 PM","150ml, breast milk"
"Feeding","Bottle","27-Aug-2019 7:08 PM","27-Aug-2019 7:16 PM","150ml, breast milk"
"Feeding","Bottle","27-Aug-2019 5:12 PM","27-Aug-2019 5:15 PM","45ml, breast milk"
"Feeding","Bottle","27-Aug-2019 3:12 PM","27-Aug-2019 3:17 PM","105ml, breast milk"
"Feeding","Bottle","27-Aug-2019 1:14 PM","27-Aug-2019 1:25 PM","180ml, breast milk"
"Feeding","Bottle","27-Aug-2019 7:15 AM","27-Aug-2019 7:26 AM","180ml, breast milk"
"Feeding","Bottle","26-Aug-2019 9:13 PM","26-Aug-2019 9:24 PM","130ml, breast milk"
"Feeding","Bottle","26-Aug-2019 7:18 PM","26-Aug-2019 7:27 PM","165ml, breast milk"
"Feeding","Bottle","26-Aug-2019 2:19 PM","26-Aug-2019 2:28 PM","150ml, breast milk"
"Feeding","Bottle","26-Aug-2019 10:02 AM","26-Aug-2019 10:10 AM","120ml, breast milk"
"Feeding","Bottle","26-Aug-2019 7:56 AM","26-Aug-2019 8:00 AM","75ml, breast milk"
"Feeding","Bottle","25-Aug-2019 9:04 PM","25-Aug-2019 9:08 PM","70ml, breast milk"
"Feeding","Bottle","25-Aug-2019 5:16 PM","25-Aug-2019 5:29 PM","160ml, breast milk"
"Feeding","Bottle","25-Aug-2019 2:38 PM","25-Aug-2019 2:48 PM","160ml, breast milk"
"Feeding","Bottle","25-Aug-2019 12:00 PM","25-Aug-2019 12:06 PM","120ml, breast milk"
"Feeding","Bottle","25-Aug-2019 7:57 AM","25-Aug-2019 8:01 AM","120ml, breast milk"
"Feeding","Bottle","24-Aug-2019 10:55 PM","24-Aug-2019 11:00 PM","110ml, breast milk"
"Feeding","Bottle","24-Aug-2019 7:55 PM","24-Aug-2019 8:00 PM","140ml, breast milk"
"Feeding","Bottle","24-Aug-2019 5:50 PM","24-Aug-2019 5:57 PM","95ml, breast milk"
"Feeding","Bottle","24-Aug-2019 2:06 PM","24-Aug-2019 2:14 PM","115ml, breast milk"
"Feeding","Bottle","24-Aug-2019 11:58 AM","24-Aug-2019 12:07 PM","140ml, breast milk"
"Feeding","Bottle","24-Aug-2019 9:11 AM","24-Aug-2019 9:18 AM","130ml, breast milk"
