"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Feeding","Bottle","23-Aug-2019 9:25 PM","23-Aug-2019 9:28 PM","60ml, breast milk"
"Feeding","Bottle","23-Aug-2019 8:11 PM","23-Aug-2019 8:17 PM","100ml, breast milk"
"Feeding","Bottle","23-Aug-2019 5:00 PM","23-Aug-2019 5:10 PM","160ml, breast milk"
"Feeding","Bottle","23-Aug-2019 1:15 PM","23-Aug-2019 1:24 PM","160ml, breast milk"
"Feeding","Bottle","23-Aug-2019 9:39 AM","23-Aug-2019 9:45 AM","120ml, breast milk"
"Feeding","Bottle","22-Aug-2019 10:55 PM","22-Aug-2019 11:00 PM","115ml, breast milk"
"Feeding","Bottle","22-Aug-2019 7:57 PM","22-Aug-2019 8:08 PM","160ml, breast milk"
"Feeding","Bottle","22-Aug-2019 4:13 PM","22-Aug-2019 4:21 PM","130ml, breast milk"
"Feeding","Bottle","22-Aug-2019 3:00 PM","22-Aug-2019 3:04 PM","60ml, breast milk"
"Feeding","Bottle","22-Aug-2019 1:00 PM","22-Aug-2019 1:07 PM","120ml, breast milk"
"Feeding","Bottle","22-Aug-2019 10:23 AM","22-Aug-2019 10:30 AM","155ml, breast milk"
"Feeding","Bottle","21-Aug-2019 9:52 PM","21-Aug-2019 10:00 PM","150ml, breast milk"
"Feeding","Bottle","21-Aug-2019 7:48 PM","21-Aug-2019 7:52 PM","85ml, breast milk"
"Feeding","Bottle","21-Aug-2019 6:45 PM","21-Aug-2019 6:49 PM","105ml, breast milk"
"Feeding","Bottle","21-Aug-2019 3:00 PM","21-Aug-2019 3:07 PM","150ml, breast milk"
"Feeding","Bottle","21-Aug-2019 1:04 PM","21-Aug-2019 1:09 PM","125ml, breast milk"
"Feeding","Bottle","21-Aug-2019 9:24 AM","21-Aug-2019 9:31 AM","150ml, breast milk"
"Feeding","Bottle","20-Aug-2019 10:57 PM","20-Aug-2019 11:02 PM","110ml, breast milk"
"Feeding","Bottle","20-Aug-2019 8:55 PM","20-Aug-2019 9:05 PM","130ml, breast milk"
"Feeding","Bottle","20-Aug-2019 6:30 PM","20-Aug-2019 6:35 PM","130ml, breast milk"
"Feeding","Bottle","20-Aug-2019 2:59 PM","20-Aug-2019 3:00 PM","25ml, breast milk"
"Feeding","Bottle","20-Aug-2019 12:57 PM","20-Aug-2019 1:00 PM","75ml, breast milk"
"Feeding","Bottle","20-Aug-2019 11:09 AM","20-Aug-2019 11:15 AM","130ml, breast milk"
"Feeding","Bottle","19-Aug-2019 11:00 PM","19-Aug-2019 11:04 PM","60ml, breast milk"
"Feeding","Bottle","19-Aug-2019 9:46 PM","19-Aug-2019 9:52 PM","105ml, breast milk"
"Feeding","Bottle","19-Aug-2019 7:03 PM","19-Aug-2019 7:11 PM","145ml, breast milk"
"Feeding","Bottle","19-Aug-2019 2:32 PM","19-Aug-2019 2:41 PM","160ml, breast milk"
"Feeding","Bottle","19-Aug-2019 9:58 AM","19-Aug-2019 10:05 AM","150ml, breast milk"
"Feeding","Bottle","18-Aug-2019 11:45 PM","18-Aug-2019 11:46 PM","20ml, breast milk"
"Feeding","Bottle","18-Aug-2019 8:34 PM","18-Aug-2019 8:46 PM","160ml, breast milk"
"Feeding","Bottle","18-Aug-2019 6:01 PM","18-Aug-2019 6:05 PM","75ml, breast milk"
"Feeding","Bottle","18-Aug-2019 3:29 PM","18-Aug-2019 3:38 PM","175ml, breast milk"
"Feeding","Bottle","18-Aug-2019 11:27 AM","18-Aug-2019 11:34 AM","145ml, breast milk"
"Feeding","Bottle","18-Aug-2019 7:08 AM","18-Aug-2019 7:19 AM","180ml, breast milk"
"Feeding","Bottle","17-Aug-2019 8:49 PM","17-Aug-2019 9:00 PM","160ml, breast milk"
"Feeding","Bottle","17-Aug-2019 5:54 PM","17-Aug-2019 6:05 PM","175ml, breast milk"
"Feeding","Bottle","17-Aug-2019 1:36 PM","17-Aug-2019 1:50 PM","150ml, breast milk"
"Feeding","Bottle","17-Aug-2019 10:12 AM","17-Aug-2019 10:22 AM","160ml, breast milk"
"Feeding","Bottle","16-Aug-2019 11:15 PM","16-Aug-2019 11:23 PM","90ml, breast milk"
"Feeding","Bottle","16-Aug-2019 7:55 PM","16-Aug-2019 8:05 PM","130ml, breast milk"
"Feeding","Bottle","16-Aug-2019 3:28 PM","16-Aug-2019 3:37 PM","150ml, breast milk"
"Feeding","Bottle","16-Aug-2019 11:39 AM","16-Aug-2019 11:50 AM","140ml, breast milk"
"Feeding","Bottle","16-Aug-2019 7:26 AM","16-Aug-2019 7:38 AM","140ml, breast milk"
"Feeding","Bottle","15-Aug-2019 8:58 PM","15-Aug-2019 9:06 PM","110ml, breast milk"
"Feeding","Bottle","15-Aug-2019 6:54 PM","15-Aug-2019 7:03 PM","115ml, breast milk"
"Feeding","Bottle","15-Aug-2019 2:33 PM","15-Aug-2019 2:40 PM","125ml, breast milk"
"Feeding","Bottle","15-Aug-2019 11:04 AM","15-Aug-2019 11:09 AM","125ml, breast milk"
"Feeding","Bottle","15-Aug-2019 9:01 AM","15-Aug-2019 9:07 AM","105ml, breast milk"
"Feeding","Bottle","14-Aug-2019 10:33 PM","14-Aug-2019 10:36 PM","60ml, breast milk"
"Feeding","Bottle","14-Aug-2019 8:35 PM","14-Aug-2019 8:47 PM","95ml, breast milk"
"Feeding","Bottle","14-Aug-2019 4:41 PM","14-Aug-2019 4:48 PM","85ml, breast milk"
"Feeding","Bottle","14-Aug-2019 2:07 PM","14-Aug-2019 2:12 PM","75ml, breast milk"
"Feeding","Bottle","14-Aug-2019 12:26 PM","14-Aug-2019 12:36 PM","150ml, breast milk"
"Feeding","Bottle","14-Aug-2019 9:05 AM","14-Aug-2019 9:10 AM","75ml, breast milk"
"Feeding","Bottle","13-Aug-2019 11:50 PM","13-Aug-2019 11:51 PM","30ml, breast milk"
"Feeding","Bottle","13-Aug-2019 10:45 PM","13-Aug-2019 10:56 PM","140ml, breast milk"
"Feeding","Bottle","13-Aug-2019 9:56 PM","13-Aug-2019 10:05 PM","60ml, breast milk"
"Feeding","Bottle","13-Aug-2019 7:40 PM","13-Aug-2019 7:45 PM","80ml, breast milk"
"Feeding","Bottle","13-Aug-2019 6:06 PM","13-Aug-2019 6:12 PM","120ml, breast milk"
"Feeding","Bottle","13-Aug-2019 2:28 PM","13-Aug-2019 2:43 PM","220ml, breast milk"
"Feeding","Bottle","13-Aug-2019 9:24 AM","13-Aug-2019 9:33 AM","140ml, breast milk"
"Feeding","Bottle","12-Aug-2019 9:45 PM","12-Aug-2019 10:00 PM","210ml, breast milk"
"Feeding","Bottle","12-Aug-2019 7:04 PM","12-Aug-2019 7:10 PM","90ml, breast milk"
"Feeding","Bottle","12-Aug-2019 4:58 PM","12-Aug-2019 5:13 PM","155ml, breast milk"
"Feeding","Bottle","12-Aug-2019 12:37 PM","12-Aug-2019 12:50 PM","150ml, breast milk"
"Feeding","Bottle","12-Aug-2019 9:54 AM","12-Aug-2019 10:05 AM","150ml, breast milk"
"Feeding","Bottle","11-Aug-2019 9:00 PM","11-Aug-2019 9:16 PM","180ml, breast milk"
"Feeding","Bottle","11-Aug-2019 6:17 PM","11-Aug-2019 6:31 PM","110ml, breast milk"
"Feeding","Bottle","11-Aug-2019 3:47 PM","11-Aug-2019 3:54 PM","55ml, breast milk"
"Feeding","Bottle","11-Aug-2019 12:45 PM","11-Aug-2019 12:57 PM","115ml, breast milk"
"Feeding","Bottle","11-Aug-2019 8:09 AM","11-Aug-2019 8:19 AM","150ml, breast milk"
"Feeding","Bottle","10-Aug-2019 10:00 PM","10-Aug-2019 10:15 PM","150ml, breast milk"
"Feeding","Bottle","10-Aug-2019 7:01 PM","10-Aug-2019 7:15 PM","180ml, breast milk"
"Feeding","Bottle","10-Aug-2019 3:11 PM","10-Aug-2019 3:26 PM","65ml, breast milk"
"Feeding","Bottle","10-Aug-2019 1:59 PM","10-Aug-2019 2:10 PM","45ml, breast milk"
"Feeding","Bottle","10-Aug-2019 11:13 AM","10-Aug-2019 11:30 AM","150ml, breast milk"
"Feeding","Bottle","10-Aug-2019 7:40 AM","10-Aug-2019 7:55 AM","150ml, breast milk"
"Feeding","Bottle","09-Aug-2019 10:21 PM","09-Aug-2019 10:30 PM","150ml, breast milk"
"Feeding","Bottle","09-Aug-2019 8:35 PM","09-Aug-2019 8:40 PM","50ml, breast milk"
"Feeding","Bottle","09-Aug-2019 7:44 PM","09-Aug-2019 7:55 PM","150ml, breast milk"
"Feeding","Bottle","09-Aug-2019 2:57 PM","09-Aug-2019 3:10 PM","145ml, breast milk"
"Feeding","Bottle","09-Aug-2019 1:00 PM","09-Aug-2019 1:12 PM","110ml, breast milk"
"Feeding","Bottle","09-Aug-2019 9:55 AM","09-Aug-2019 10:04 AM","120ml, breast milk"
"Feeding","Bottle","08-Aug-2019 10:36 PM","08-Aug-2019 10:39 PM","55ml, breast milk"
"Feeding","Bottle","08-Aug-2019 8:35 PM","08-Aug-2019 8:37 PM","70ml, breast milk"
"Feeding","Bottle","08-Aug-2019 6:36 PM","08-Aug-2019 6:44 PM","140ml, breast milk"
"Feeding","Bottle","08-Aug-2019 5:32 PM","08-Aug-2019 5:44 PM","150ml, breast milk"
"Feeding","Bottle","08-Aug-2019 12:59 PM","08-Aug-2019 1:07 PM","170ml, breast milk"
"Feeding","Bottle","08-Aug-2019 9:31 AM","08-Aug-2019 9:38 AM","135ml, breast milk"
"Feeding","Bottle","07-Aug-2019 10:22 PM","07-Aug-2019 10:35 PM","125ml, breast milk"
"Feeding","Bottle","07-Aug-2019 7:21 PM","07-Aug-2019 7:26 PM","110ml, breast milk"
"Feeding","Bottle","07-Aug-2019 4:49 PM","07-Aug-2019 5:01 PM","170ml, breast milk"
"Feeding","Bottle","07-Aug-2019 1:01 PM","07-Aug-2019 1:13 PM","150ml, breast milk"
"Feeding","Bottle","07-Aug-2019 9:32 AM","07-Aug-2019 9:41 AM","150ml, breast milk"
"Feeding","Bottle","06-Aug-2019 8:53 PM","06-Aug-2019 9:03 PM","170ml, breast milk"
"Feeding","Bottle","06-Aug-2019 5:34 PM","06-Aug-2019 5:46 PM","160ml, breast milk"
"Feeding","Bottle","06-Aug-2019 12:41 PM","06-Aug-2019 12:50 PM","120ml, breast milk"
"Feeding","Right Breast","06-Aug-2019 12:30 PM","06-Aug-2019 12:40 PM",""
"Feeding","Left Breast","06-Aug-2019 12:20 PM","06-Aug-2019 12:30 PM",""
"Feeding","Bottle","06-Aug-2019 9:35 AM","06-Aug-2019 9:40 AM","100ml, breast milk"
"Feeding","Bottle","05-Aug-2019 11:00 PM","05-Aug-2019 11:05 PM","110ml, breast milk"
"Feeding","Bottle","05-Aug-2019 10:25 PM","05-Aug-2019 10:30 PM","60ml, breast milk"
"Feeding","Bottle","05-Aug-2019 8:45 PM","05-Aug-2019 8:51 PM","80ml, breast milk"
"Feeding","Bottle","05-Aug-2019 4:20 PM","05-Aug-2019 4:28 PM","165ml, breast milk"
"Feeding","Bottle","05-Aug-2019 12:50 PM","05-Aug-2019 1:00 PM","160ml, breast milk"
"Feeding","Bottle","05-Aug-2019 8:31 AM","05-Aug-2019 8:41 AM","170ml, breast milk"
"Feeding","Bottle","04-Aug-2019 10:42 PM","04-Aug-2019 10:50 PM","140ml, breast milk"
"Feeding","Bottle","04-Aug-2019 7:52 PM","04-Aug-2019 8:00 PM","140ml, breast milk"
"Feeding","Bottle","04-Aug-2019 4:21 PM","04-Aug-2019 4:29 PM","150ml, breast milk"
"Feeding","Bottle","04-Aug-2019 12:19 PM","04-Aug-2019 12:27 PM","130ml, breast milk"
"Feeding","Bottle","04-Aug-2019 7:04 AM","04-Aug-2019 7:11 AM","100ml, breast milk"
"Feeding","Bottle","03-Aug-2019 9:45 PM","03-Aug-2019 10:00 PM","150ml, breast milk"
"Feeding","Bottle","03-Aug-2019 7:15 PM","03-Aug-2019 7:26 PM","130ml, breast milk"
"Feeding","Bottle","03-Aug-2019 3:30 PM","03-Aug-2019 3:39 PM","160ml, breast milk"
"Feeding","Bottle","03-Aug-2019 12:33 PM","03-Aug-2019 12:40 PM","150ml, breast milk"
"Feeding","Bottle","03-Aug-2019 6:38 AM","03-Aug-2019 6:44 AM","90ml, breast milk"
"Feeding","Bottle","02-Aug-2019 10:00 PM","02-Aug-2019 10:20 PM","130ml, breast milk"
"Feeding","Bottle","02-Aug-2019 5:57 PM","02-Aug-2019 6:06 PM","130ml, breast milk"
"Feeding","Bottle","02-Aug-2019 1:52 PM","02-Aug-2019 2:03 PM","145ml, breast milk"
"Feeding","Bottle","02-Aug-2019 11:38 AM","02-Aug-2019 11:44 AM","90ml, breast milk"
"Feeding","Bottle","02-Aug-2019 5:00 AM","02-Aug-2019 5:07 AM","140ml, breast milk"
"Feeding","Bottle","01-Aug-2019 7:34 PM","01-Aug-2019 7:45 PM","160ml, breast milk"
"Feeding","Bottle","01-Aug-2019 3:55 PM","01-Aug-2019 4:06 PM","140ml, breast milk"
"Feeding","Bottle","01-Aug-2019 11:32 AM","01-Aug-2019 11:40 AM","120ml, breast milk"
"Feeding","Bottle","01-Aug-2019 4:58 AM","01-Aug-2019 5:15 AM","130ml, breast milk"
"Feeding","Bottle","31-Jul-2019 7:40 PM","31-Jul-2019 7:48 PM","100ml, breast milk"
"Feeding","Bottle","31-Jul-2019 3:09 PM","31-Jul-2019 3:17 PM","110ml, breast milk"
"Feeding","Bottle","31-Jul-2019 11:18 AM","31-Jul-2019 11:35 AM","140ml, breast milk"
"Feeding","Bottle","31-Jul-2019 7:10 AM","31-Jul-2019 7:25 AM","150ml, breast milk"
"Feeding","Bottle","30-Jul-2019 7:33 PM","30-Jul-2019 7:45 PM","140ml, breast milk"
"Feeding","Bottle","30-Jul-2019 2:33 PM","30-Jul-2019 2:42 PM","140ml, breast milk"
"Feeding","Bottle","30-Jul-2019 11:35 AM","30-Jul-2019 11:39 AM","70ml, breast milk"
"Feeding","Bottle","30-Jul-2019 10:13 AM","30-Jul-2019 10:17 AM","70ml, breast milk"
"Feeding","Bottle","30-Jul-2019 6:25 AM","30-Jul-2019 6:29 AM","60ml, breast milk"
"Feeding","Bottle","30-Jul-2019 5:55 AM","30-Jul-2019 6:00 AM","80ml, breast milk"
"Feeding","Bottle","29-Jul-2019 10:29 PM","29-Jul-2019 10:39 PM","70ml, breast milk"
"Feeding","Bottle","29-Jul-2019 9:06 PM","29-Jul-2019 9:20 PM","70ml, breast milk"
"Feeding","Bottle","29-Jul-2019 6:28 PM","29-Jul-2019 6:40 PM","140ml, breast milk"
"Feeding","Bottle","29-Jul-2019 3:45 PM","29-Jul-2019 4:00 PM","130ml, breast milk"
"Feeding","Bottle","29-Jul-2019 11:20 AM","29-Jul-2019 11:38 AM","140ml, breast milk"
"Feeding","Bottle","29-Jul-2019 6:33 AM","29-Jul-2019 6:42 AM","110ml, breast milk"
"Feeding","Bottle","28-Jul-2019 10:50 PM","28-Jul-2019 11:00 PM","140ml, breast milk"
"Feeding","Bottle","28-Jul-2019 8:09 PM","28-Jul-2019 8:24 PM","140ml, breast milk"
"Feeding","Bottle","28-Jul-2019 4:55 PM","28-Jul-2019 5:09 PM","140ml, breast milk"
"Feeding","Bottle","28-Jul-2019 12:17 PM","28-Jul-2019 12:36 PM","135ml, breast milk"
"Feeding","Bottle","28-Jul-2019 9:55 AM","28-Jul-2019 10:00 AM","40ml, breast milk"
"Feeding","Bottle","28-Jul-2019 7:00 AM","28-Jul-2019 7:12 AM","140ml, breast milk"
"Feeding","Bottle","27-Jul-2019 10:14 PM","27-Jul-2019 10:25 PM","95ml, breast milk"
"Feeding","Bottle","27-Jul-2019 7:55 PM","27-Jul-2019 8:10 PM","145ml, breast milk"
"Feeding","Bottle","27-Jul-2019 5:05 PM","27-Jul-2019 5:15 PM","80ml, breast milk"
"Feeding","Bottle","27-Jul-2019 2:38 PM","27-Jul-2019 2:50 PM","80ml, breast milk"
"Feeding","Bottle","27-Jul-2019 1:05 PM","27-Jul-2019 1:20 PM","75ml, breast milk"
"Feeding","Bottle","27-Jul-2019 11:10 AM","27-Jul-2019 11:27 AM","95ml, breast milk"
"Feeding","Bottle","27-Jul-2019 8:18 AM","27-Jul-2019 8:30 AM","140ml, breast milk"
"Feeding","Bottle","26-Jul-2019 11:30 PM","26-Jul-2019 11:44 PM","130ml, breast milk"
"Feeding","Bottle","26-Jul-2019 9:20 PM","26-Jul-2019 9:25 PM","80ml, breast milk"
"Feeding","Bottle","26-Jul-2019 7:14 PM","26-Jul-2019 7:25 PM","120ml, breast milk"
"Feeding","Bottle","26-Jul-2019 4:52 PM","26-Jul-2019 5:10 PM","130ml, breast milk"
"Feeding","Bottle","26-Jul-2019 1:45 PM","26-Jul-2019 2:00 PM","125ml, breast milk"
"Feeding","Bottle","26-Jul-2019 8:40 AM","26-Jul-2019 8:58 AM","145ml, breast milk"
"Feeding","Bottle","26-Jul-2019 12:15 AM","26-Jul-2019 12:27 AM","140ml, breast milk"
"Feeding","Bottle","25-Jul-2019 8:13 PM","25-Jul-2019 8:25 PM","80ml, breast milk"
"Feeding","Bottle","25-Jul-2019 5:53 PM","25-Jul-2019 6:02 PM","130ml, breast milk"
"Feeding","Bottle","25-Jul-2019 1:05 PM","25-Jul-2019 1:24 PM","120ml, breast milk"
"Feeding","Bottle","25-Jul-2019 7:50 AM","25-Jul-2019 8:10 AM","110ml, breast milk"
"Feeding","Bottle","25-Jul-2019 12:38 AM","25-Jul-2019 12:45 AM","60ml, breast milk"
"Feeding","Bottle","24-Jul-2019 11:11 PM","24-Jul-2019 11:26 PM","140ml, breast milk"
"Feeding","Bottle","24-Jul-2019 6:43 PM","24-Jul-2019 6:57 PM","150ml, breast milk"
"Feeding","Bottle","24-Jul-2019 3:06 PM","24-Jul-2019 3:20 PM","120ml, breast milk"
"Feeding","Bottle","24-Jul-2019 1:35 PM","24-Jul-2019 1:59 PM","80ml, breast milk"
"Feeding","Bottle","24-Jul-2019 9:08 AM","24-Jul-2019 9:20 AM","140ml, breast milk"
"Feeding","Bottle","23-Jul-2019 11:38 PM","23-Jul-2019 11:54 PM","160ml, breast milk"
"Feeding","Bottle","23-Jul-2019 9:05 PM","23-Jul-2019 9:25 PM","140ml, breast milk"
"Feeding","Bottle","23-Jul-2019 5:45 PM","23-Jul-2019 5:55 PM","140ml, breast milk"
"Feeding","Bottle","23-Jul-2019 11:51 AM","23-Jul-2019 12:04 PM","140ml, breast milk"
"Feeding","Bottle","23-Jul-2019 7:20 AM","23-Jul-2019 7:30 AM","140ml, breast milk"
"Feeding","Bottle","22-Jul-2019 11:00 PM","22-Jul-2019 11:15 PM","140ml, breast milk"
"Feeding","Bottle","22-Jul-2019 6:57 PM","22-Jul-2019 7:07 PM","120ml, breast milk"
"Feeding","Bottle","22-Jul-2019 3:55 PM","22-Jul-2019 4:11 PM","130ml, breast milk"
"Feeding","Bottle","22-Jul-2019 1:15 PM","22-Jul-2019 1:26 PM","120ml, breast milk"
"Feeding","Bottle","22-Jul-2019 7:03 AM","22-Jul-2019 7:17 AM","130ml, breast milk"
"Feeding","Bottle","21-Jul-2019 11:00 PM","21-Jul-2019 11:23 PM","125ml, breast milk"
"Feeding","Bottle","21-Jul-2019 7:56 PM","21-Jul-2019 8:15 PM","105ml, breast milk"
"Feeding","Bottle","21-Jul-2019 2:29 PM","21-Jul-2019 2:44 PM","130ml, breast milk"
"Feeding","Bottle","21-Jul-2019 8:55 AM","21-Jul-2019 9:12 AM","130ml, breast milk"
"Feeding","Bottle","20-Jul-2019 11:42 PM","20-Jul-2019 11:57 PM","140ml, breast milk"
"Feeding","Bottle","20-Jul-2019 9:03 PM","20-Jul-2019 9:15 PM","90ml, breast milk"
"Feeding","Bottle","20-Jul-2019 5:21 PM","20-Jul-2019 5:38 PM","130ml, breast milk"
"Feeding","Bottle","20-Jul-2019 3:30 PM","20-Jul-2019 3:40 PM","50ml, breast milk"
"Feeding","Bottle","20-Jul-2019 1:45 PM","20-Jul-2019 1:55 PM","80ml, breast milk"
"Feeding","Bottle","20-Jul-2019 9:31 AM","20-Jul-2019 9:56 AM","130ml, breast milk"
"Feeding","Bottle","19-Jul-2019 11:20 PM","19-Jul-2019 11:58 PM","160ml, breast milk"
"Feeding","Bottle","19-Jul-2019 8:15 PM","19-Jul-2019 8:30 PM","50ml, breast milk"
"Feeding","Bottle","19-Jul-2019 7:22 PM","19-Jul-2019 7:30 PM","85ml, breast milk"
"Feeding","Bottle","19-Jul-2019 4:00 PM","19-Jul-2019 4:15 PM","65ml, breast milk"
"Feeding","Bottle","19-Jul-2019 11:45 AM","19-Jul-2019 12:01 PM","125ml, breast milk"
"Feeding","Bottle","19-Jul-2019 6:40 AM","19-Jul-2019 6:50 AM","100ml, breast milk"
"Feeding","Bottle","18-Jul-2019 10:15 PM","18-Jul-2019 10:30 PM","115ml, breast milk"
"Feeding","Bottle","18-Jul-2019 7:25 PM","18-Jul-2019 7:37 PM","140ml, breast milk"
"Feeding","Bottle","18-Jul-2019 2:55 PM","18-Jul-2019 3:14 PM","110ml, breast milk"
"Feeding","Bottle","18-Jul-2019 12:18 PM","18-Jul-2019 12:28 PM","85ml, breast milk"
"Feeding","Bottle","18-Jul-2019 7:24 AM","18-Jul-2019 7:44 AM","130ml, breast milk"
"Feeding","Bottle","17-Jul-2019 11:26 PM","17-Jul-2019 11:41 PM","120ml, breast milk"
"Feeding","Bottle","17-Jul-2019 7:51 PM","17-Jul-2019 8:11 PM","110ml, breast milk"
"Feeding","Bottle","17-Jul-2019 3:39 PM","17-Jul-2019 3:51 PM","130ml, breast milk"
"Feeding","Bottle","17-Jul-2019 10:53 AM","17-Jul-2019 11:06 AM","120ml, breast milk"
"Feeding","Bottle","17-Jul-2019 6:57 AM","17-Jul-2019 7:05 AM","90ml, breast milk"
"Feeding","Bottle","16-Jul-2019 10:11 PM","16-Jul-2019 10:24 PM","35ml, breast milk"
"Feeding","Bottle","16-Jul-2019 8:55 PM","16-Jul-2019 9:16 PM","85ml, breast milk"
"Feeding","Bottle","16-Jul-2019 5:52 PM","16-Jul-2019 6:05 PM","80ml, breast milk"
"Feeding","Bottle","16-Jul-2019 2:15 PM","16-Jul-2019 2:33 PM","95ml, breast milk"
"Feeding","Bottle","16-Jul-2019 11:29 AM","16-Jul-2019 11:48 AM","85ml, breast milk"
"Feeding","Bottle","16-Jul-2019 6:14 AM","16-Jul-2019 6:27 AM","130ml, breast milk"
"Feeding","Bottle","15-Jul-2019 10:35 PM","15-Jul-2019 10:51 PM","110ml, breast milk"
"Feeding","Bottle","15-Jul-2019 7:27 PM","15-Jul-2019 7:41 PM","130ml, breast milk"
"Feeding","Bottle","15-Jul-2019 3:27 PM","15-Jul-2019 3:40 PM","80ml, breast milk"
"Feeding","Bottle","15-Jul-2019 12:33 PM","15-Jul-2019 12:33 PM","30ml, breast milk"
"Feeding","Bottle","15-Jul-2019 7:45 AM","15-Jul-2019 8:00 AM","130ml, breast milk"
"Feeding","Bottle","14-Jul-2019 11:30 PM","14-Jul-2019 11:46 PM","95ml, breast milk"
"Feeding","Bottle","14-Jul-2019 10:39 PM","14-Jul-2019 10:43 PM","50ml, breast milk"
"Feeding","Bottle","14-Jul-2019 9:13 PM","14-Jul-2019 9:30 PM","100ml, breast milk"
"Feeding","Bottle","14-Jul-2019 5:15 PM","14-Jul-2019 5:30 PM","95ml, breast milk"
"Feeding","Bottle","14-Jul-2019 1:55 PM","14-Jul-2019 2:15 PM","130ml, breast milk"
"Feeding","Left Breast","14-Jul-2019 11:57 AM","14-Jul-2019 12:10 PM",""
"Feeding","Bottle","14-Jul-2019 6:40 AM","14-Jul-2019 6:57 AM","125ml, breast milk"
"Feeding","Bottle","13-Jul-2019 10:35 PM","13-Jul-2019 11:00 PM","150ml, breast milk"
"Feeding","Bottle","13-Jul-2019 6:10 PM","13-Jul-2019 6:30 PM","140ml, breast milk"
"Feeding","Bottle","13-Jul-2019 2:15 PM","13-Jul-2019 2:25 PM","80ml, breast milk"
"Feeding","Bottle","13-Jul-2019 1:25 PM","13-Jul-2019 1:35 PM","40ml, breast milk"
"Feeding","Bottle","13-Jul-2019 10:46 AM","13-Jul-2019 11:04 AM","110ml, breast milk"
"Feeding","Bottle","13-Jul-2019 6:18 AM","13-Jul-2019 6:31 AM","90ml, breast milk"
"Feeding","Bottle","12-Jul-2019 11:35 PM","12-Jul-2019 11:49 PM","90ml, breast milk"
"Feeding","Bottle","12-Jul-2019 9:30 PM","12-Jul-2019 9:41 PM","80ml, breast milk"
"Feeding","Bottle","12-Jul-2019 6:50 PM","12-Jul-2019 7:02 PM","80ml, breast milk"
"Feeding","Bottle","12-Jul-2019 5:29 PM","12-Jul-2019 5:43 PM","100ml, breast milk"
"Feeding","Bottle","12-Jul-2019 1:15 PM","12-Jul-2019 1:32 PM","85ml, breast milk"
"Feeding","Bottle","12-Jul-2019 9:34 AM","12-Jul-2019 9:51 AM","130ml, breast milk"
"Feeding","Bottle","12-Jul-2019 5:09 AM","12-Jul-2019 5:20 AM","130ml, breast milk"
"Feeding","Bottle","11-Jul-2019 9:07 PM","11-Jul-2019 9:19 PM","95ml, breast milk"
"Feeding","Bottle","11-Jul-2019 7:00 PM","11-Jul-2019 7:10 PM","70ml, breast milk"
"Feeding","Bottle","11-Jul-2019 2:31 PM","11-Jul-2019 2:45 PM","160ml, breast milk"
"Feeding","Bottle","11-Jul-2019 10:25 AM","11-Jul-2019 10:36 AM","115ml, breast milk"
"Feeding","Bottle","11-Jul-2019 6:45 AM","11-Jul-2019 7:04 AM","105ml, breast milk"
"Feeding","Bottle","10-Jul-2019 10:10 PM","10-Jul-2019 10:36 PM","145ml, breast milk"
"Feeding","Bottle","10-Jul-2019 6:35 PM","10-Jul-2019 6:45 PM","110ml, breast milk"
"Feeding","Bottle","10-Jul-2019 3:30 PM","10-Jul-2019 3:45 PM","110ml, breast milk"
"Feeding","Bottle","10-Jul-2019 12:00 PM","10-Jul-2019 12:15 PM","100ml, breast milk"
"Feeding","Bottle","10-Jul-2019 8:20 AM","10-Jul-2019 8:35 AM","100ml, breast milk"
"Feeding","Bottle","10-Jul-2019 4:06 AM","10-Jul-2019 4:17 AM","80ml, breast milk"
"Feeding","Bottle","09-Jul-2019 10:29 PM","09-Jul-2019 10:44 PM","110ml, breast milk"
"Feeding","Bottle","09-Jul-2019 7:46 PM","09-Jul-2019 7:58 PM","95ml, breast milk"
"Feeding","Bottle","09-Jul-2019 2:40 PM","09-Jul-2019 2:47 PM","70ml, breast milk"
"Feeding","Bottle","09-Jul-2019 12:43 PM","09-Jul-2019 12:55 PM","70ml, breast milk"
"Feeding","Bottle","09-Jul-2019 7:53 AM","09-Jul-2019 8:10 AM","140ml, breast milk"
"Feeding","Bottle","08-Jul-2019 11:43 PM","08-Jul-2019 11:52 PM","115ml, breast milk"
"Feeding","Bottle","08-Jul-2019 8:07 PM","08-Jul-2019 8:25 PM","120ml, breast milk"
"Feeding","Bottle","08-Jul-2019 3:35 PM","08-Jul-2019 3:42 PM","150ml, breast milk"
"Feeding","Bottle","08-Jul-2019 12:02 PM","08-Jul-2019 12:16 PM","140ml, breast milk"
"Feeding","Bottle","08-Jul-2019 6:38 AM","08-Jul-2019 6:49 AM","115ml, breast milk"
"Feeding","Bottle","07-Jul-2019 10:05 PM","07-Jul-2019 10:18 PM","140ml, breast milk"
"Feeding","Bottle","07-Jul-2019 6:30 PM","07-Jul-2019 6:44 PM","130ml, breast milk"
"Feeding","Bottle","07-Jul-2019 3:27 PM","07-Jul-2019 3:40 PM","80ml, breast milk"
"Feeding","Bottle","07-Jul-2019 11:36 AM","07-Jul-2019 11:47 AM","130ml, breast milk"
